P. Name,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Constellation,P. Habitable,P. Disc. Year
KOI-4707.01,Hot,rocky-iron,1.19,1.10,0.99,829.8,26.19,0.18,Cyg,0,2015
KOI-4709.01,Hot,rocky-iron,4.21,1.58,1.69,1038.2,3.71,0.04,Lyr,0,2015
KOI-4710.01,Hot,rocky-iron,2.00,1.28,1.22,866.7,9.45,0.09,Cyg,0,2015
KOI-4711.01,Hot,rocky-iron,1.05,1.06,0.94,1003.5,4.36,0.05,Lyr,0,2015
KOI-4713.01,Hot,rocky-iron,0.84,0.99,0.86,914.1,8.80,0.08,Lyr,0,2015
KOI-4714.01,Hot,rocky-iron,1.19,1.10,0.99,1240.2,2.05,0.03,Cyg,0,2015
KOI-4715.01,Hot,rocky-iron,2.22,1.32,1.28,573.9,53.29,0.26,Lyr,0,2015
KOI-4716.01,Hot,rocky-iron,0.18,0.61,0.47,1159.0,5.89,0.06,Cyg,0,2015
KOI-4725.01,Hot,rocky-iron,7.59,1.85,2.22,1129.7,7.28,0.07,Cyg,0,2015
KOI-4733.01,Hot,rocky-iron,2.87,1.42,1.42,781.2,7.28,0.07,Cyg,0,2015
KOI-4735.01,Hot,rocky-iron,0.33,0.74,0.60,981.4,2.88,0.04,Dra,0,2015
KOI-4737.01,Hot,rocky-iron,1.19,1.10,0.99,1018.9,7.80,0.08,Lyr,0,2015
KOI-4742.01,Warm,rocky-iron,4.02,1.56,1.65,299.9,112.31,0.39,Lyr,1,2015
KOI-4745.01,Warm,rocky-iron,15.24,2.20,3.15,293.0,177.67,0.57,Cyg,1,2015
KOI-4747.01,Hot,rocky-iron,9.51,1.96,2.47,501.2,92.26,0.43,Cyg,0,2015
KOI-4748.01,Hot,rocky-iron,5.75,1.72,1.95,1041.1,6.65,0.07,Cyg,0,2015
KOI-4749.01,Hot,rocky-iron,0.96,1.03,0.90,1426.8,1.98,0.03,Lyr,0,2015
KOI-4750.01,Hot,rocky-iron,18.45,2.30,3.49,548.3,36.72,0.21,Cyg,0,2015
KOI-4754.01,Hot,rocky-iron,2.34,1.34,1.30,992.6,7.09,0.07,Cyg,0,2015
KOI-4756.01,Hot,rocky-iron,1.12,1.08,0.96,1233.9,5.42,0.06,Lyr,0,2015
KOI-4758.01,Hot,rocky-iron,7.91,1.87,2.26,535.3,37.11,0.22,Lyr,0,2015
KOI-4759.01,Hot,rocky-iron,3.24,1.47,1.50,787.9,17.77,0.13,Lyr,0,2015
KOI-4762.01,Hot,rocky-iron,2.16,1.31,1.26,605.1,11.57,0.09,Lyr,0,2015
KOI-4763.01,Hot,rocky-iron,2.16,1.31,1.26,551.5,56.45,0.29,Lyr,0,2015
KOI-4764.01,Hot,rocky-iron,5.04,1.66,1.83,512.0,31.42,0.18,Cyg,0,2015
KOI-4765.01,Hot,rocky-iron,1.39,1.15,1.05,1014.8,10.81,0.10,Cyg,0,2015
KOI-4766.01,Hot,rocky-iron,0.87,1.00,0.87,875.0,5.57,0.06,Lyr,0,2015
KOI-4768.01,Hot,rocky-iron,4.02,1.56,1.65,984.4,3.44,0.04,Cyg,0,2015
KOI-4772.01,Hot,rocky-iron,1.47,1.17,1.07,1129.4,3.38,0.04,Cyg,0,2015
KOI-4773.01,Hot,rocky-iron,0.55,0.87,0.73,1008.2,8.85,0.08,Cyg,0,2015
KOI-4774.01,Hot,rocky-iron,2.11,1.30,1.25,469.8,51.57,0.25,Cyg,0,2015
KOI-4775.01,Hot,rocky-iron,7.13,1.82,2.15,971.0,16.45,0.14,Cyg,0,2015
KOI-4776.01,Hot,rocky-iron,0.93,1.02,0.89,960.7,7.59,0.07,Cyg,0,2015
KOI-4777.01,Hot,rocky-iron,0.05,0.42,0.31,765.7,0.82,0.01,Lyr,0,2015
KOI-4780.01,Hot,rocky-iron,1.89,1.26,1.19,910.6,6.60,0.07,Lyr,0,2015
KOI-4792.01,Hot,rocky-iron,0.59,0.89,0.75,1123.4,5.76,0.06,Cyg,0,2015
KOI-4793.01,Hot,rocky-iron,0.81,0.98,0.85,1045.8,5.27,0.06,Cyg,0,2015
KOI-4794.01,Hot,rocky-iron,0.90,1.01,0.88,610.0,24.50,0.15,Lyr,0,2015
KOI-4799.01,Hot,rocky-iron,0.93,1.02,0.89,895.7,12.07,0.10,Lyr,0,2015
KOI-4801.01,Hot,rocky-iron,20.29,2.35,3.67,511.7,82.40,0.39,Cyg,0,2015
KOI-4803.01,Hot,rocky-iron,2.11,1.30,1.25,1126.7,4.36,0.05,Cyg,0,2015
KOI-4808.01,Hot,rocky-iron,0.25,0.68,0.54,647.3,2.40,0.03,Cyg,0,2015
KOI-4810.01,Hot,rocky-iron,11.84,2.07,2.76,399.2,115.24,0.46,Cyg,0,2015
KOI-4811.01,Hot,rocky-iron,9.90,1.98,2.52,843.1,21.74,0.15,Cyg,0,2015
KOI-4815.01,Hot,rocky-iron,1.19,1.10,0.99,685.8,18.37,0.13,Cyg,0,2015
KOI-4820.01,Hot,rocky-iron,4.82,1.64,1.79,790.4,14.74,0.12,Cyg,0,2015
KOI-4822.01,Hot,rocky-iron,0.26,0.69,0.55,1293.7,3.51,0.05,Cyg,0,2015
KOI-4823.01,Hot,rocky-iron,2.53,1.37,1.35,1441.1,4.97,0.06,Cyg,0,2015
KOI-4826.01,Hot,rocky-iron,0.71,0.94,0.80,1908.2,1.14,0.02,Cyg,0,2015
KOI-4827.01,Hot,rocky-iron,6.41,1.77,2.05,563.5,31.19,0.18,Cyg,0,2015
KOI-4833.01,Hot,rocky-iron,1.02,1.05,0.93,1364.8,4.32,0.05,Dra,0,2015
KOI-4834.01,Hot,rocky-iron,6.01,1.74,1.98,1773.9,3.74,0.05,Cyg,0,2015
KOI-4837.01,Hot,rocky-iron,0.68,0.93,0.79,880.8,5.39,0.05,Cyg,0,2015
KOI-4838.01,Hot,rocky-iron,0.51,0.85,0.71,518.6,13.30,0.09,Lyr,0,2015
KOI-4838.02,Hot,rocky-iron,0.30,0.72,0.58,652.9,6.33,0.06,Lyr,0,2015
KOI-4840.01,Hot,rocky-iron,0.84,0.99,0.86,833.9,10.47,0.09,Lyr,0,2015
KOI-4844.01,Hot,rocky-iron,0.84,0.99,0.86,1634.6,0.86,0.02,Lyr,0,2015
KOI-4846.01,Hot,rocky-iron,2.00,1.28,1.22,662.5,19.25,0.14,Cyg,0,2015
KOI-4849.01,Hot,rocky-iron,0.17,0.60,0.46,1049.2,3.20,0.04,Lyr,0,2015
KOI-4850.01,Hot,rocky-iron,0.20,0.63,0.49,1202.1,3.04,0.04,Cyg,0,2015
KOI-4852.01,Hot,rocky-iron,0.84,0.99,0.86,1557.4,1.90,0.03,Dra,0,2015
KOI-4853.01,Hot,rocky-iron,1.65,1.21,1.12,719.4,17.74,0.13,Cyg,0,2015
KOI-4854.01,Hot,rocky-iron,0.20,0.63,0.49,1148.2,2.64,0.04,Cyg,0,2015
KOI-4857.01,Hot,rocky-iron,1.79,1.24,1.16,1172.9,4.11,0.05,Cyg,0,2015
KOI-4859.01,Hot,rocky-iron,1.69,1.22,1.14,744.7,7.50,0.07,Lyr,0,2015
KOI-4864.01,Hot,rocky-iron,0.39,0.78,0.63,1162.3,5.66,0.06,Lyr,0,2015
KOI-4871.01,Hot,rocky-iron,0.22,0.65,0.51,1450.6,4.08,0.05,Lyr,0,2015
KOI-4871.02,Hot,rocky-iron,0.35,0.76,0.61,1316.2,5.52,0.06,Lyr,0,2015
KOI-4875.01,Hot,rocky-iron,0.23,0.66,0.52,980.3,0.91,0.01,Lyr,0,2015
KOI-4877.01,Hot,rocky-iron,0.59,0.89,0.75,1178.1,5.19,0.06,Cyg,0,2015
KOI-4891.01,Hot,rocky-iron,2.73,1.40,1.39,1102.5,4.73,0.06,Cyg,0,2015
KOI-4892.01,Hot,rocky-iron,1.16,1.09,0.97,750.5,21.37,0.14,Dra,0,2015
KOI-4893.01,Hot,rocky-iron,3.66,1.52,1.58,1030.7,6.59,0.07,Cyg,0,2015
KOI-4900.01,Hot,rocky-iron,2.11,1.30,1.25,1060.4,6.67,0.07,Lyr,0,2015
KOI-4904.01,Hot,rocky-iron,0.49,0.84,0.69,1155.8,3.59,0.05,Lyr,0,2015
KOI-4906.01,Hot,rocky-iron,2.11,1.30,1.25,967.8,4.86,0.05,Cyg,0,2015
KOI-4907.01,Hot,rocky-iron,0.27,0.70,0.56,1344.6,4.04,0.05,Lyr,0,2015
KOI-4912.01,Hot,rocky-iron,0.47,0.83,0.68,2010.6,0.88,0.02,Cyg,0,2015
KOI-4913.01,Hot,rocky-iron,2.53,1.37,1.35,1310.2,6.79,0.08,Lyr,0,2015
KOI-4913.02,Hot,rocky-iron,4.11,1.57,1.67,1199.3,8.97,0.09,Lyr,0,2015
KOI-4914.01,Hot,rocky-iron,0.47,0.83,0.68,1102.9,5.47,0.06,Cyg,0,2015
KOI-4923.01,Hot,rocky-iron,2.73,1.40,1.39,733.7,38.17,0.22,Lyr,0,2015
KOI-4927.01,Hot,rocky-iron,1.74,1.23,1.15,601.3,43.15,0.24,Lyr,0,2015
KOI-4928.01,Hot,rocky-iron,17.43,2.27,3.38,447.0,3.29,0.02,Cyg,0,2015
KOI-4957.02,Hot,rocky-iron,0.35,0.76,0.61,514.2,4.99,0.04,Cyg,0,2015
KOI-4963.01,Hot,rocky-iron,4.51,1.61,1.74,610.4,59.40,0.29,Lyr,0,2015
KOI-4967.01,Hot,rocky-iron,17.43,2.27,3.38,605.6,43.58,0.25,Cyg,0,2015
KOI-4972.01,Hot,rocky-iron,1.27,1.12,1.01,706.0,26.09,0.18,Lyr,0,2015
KOI-4992.01,Hot,rocky-iron,3.17,1.46,1.49,726.4,12.57,0.10,Cyg,0,2015
KOI-4999.01,Hot,rocky-iron,7.43,1.84,2.20,498.5,65.75,0.32,Lyr,0,2015
KOI-5007.01,Hot,rocky-iron,7.59,1.85,2.22,1072.8,14.52,0.12,Cyg,0,2015
KOI-5040.01,Hot,rocky-iron,3.49,1.50,1.55,687.5,29.61,0.19,Lyr,0,2015
KOI-5088.01,Hot,rocky-iron,9.13,1.94,2.43,512.0,49.18,0.24,Lyr,0,2015
KOI-5098.01,Hot,rocky-iron,4.02,1.56,1.65,393.8,100.35,0.40,Lyr,0,2015
KOI-5104.01,Hot,rocky-iron,4.72,1.63,1.77,723.0,21.16,0.16,Lyr,0,2015
KOI-5109.01,Hot,rocky-iron,0.47,0.83,0.68,608.0,28.61,0.17,Cyg,0,2015
KOI-5117.01,Hot,rocky-iron,15.24,2.20,3.15,537.8,33.37,0.19,Cyg,0,2015
KOI-5149.01,Hot,rocky-iron,3.32,1.48,1.52,514.3,43.68,0.24,Cyg,0,2015
KOI-5150.01,Hot,rocky-iron,13.31,2.13,2.93,740.9,26.52,0.17,Cyg,0,2015
KOI-5178.01,Hot,rocky-iron,1.74,1.23,1.15,1374.8,4.14,0.05,Cyg,0,2015
KOI-5202.01,Warm,rocky-iron,7.28,1.83,2.17,269.9,535.94,1.31,Cyg,1,2015
KOI-5207.01,Hot,rocky-iron,0.22,0.65,0.51,677.0,18.98,0.13,Lyr,0,2015
KOI-5211.01,Hot,rocky-iron,0.14,0.57,0.44,1062.1,3.56,0.04,Lyr,0,2015
KOI-5219.01,Hot,rocky-iron,0.51,0.85,0.71,539.1,27.77,0.16,Cyg,0,2015
KOI-5224.01,Hot,rocky-iron,21.88,2.39,3.83,407.1,171.03,0.60,Lyr,0,2015
KOI-5236.01,Warm,rocky-iron,9.90,1.98,2.52,284.9,550.86,1.36,Cyg,1,2015
KOI-5255.01,Hot,rocky-iron,0.13,0.55,0.42,1373.5,3.66,0.05,Lyr,0,2015
KOI-5267.01,Hot,rocky-iron,2.80,1.41,1.41,1298.7,5.18,0.06,Lyr,0,2015
KOI-5276.01,Warm,rocky-iron,15.24,2.20,3.15,281.9,220.72,0.65,Cyg,1,2015
KOI-5279.01,Hot,rocky-iron,3.83,1.54,1.62,398.8,103.72,0.42,Cyg,0,2015
KOI-5283.01,Hot,rocky-iron,0.47,0.83,0.68,711.1,18.78,0.14,Lyr,0,2015
KOI-5288.01,Hot,rocky-iron,9.51,1.96,2.47,572.6,29.56,0.18,Lyr,0,2015
KOI-5297.01,Hot,rocky-iron,0.61,0.90,0.76,876.8,8.09,0.08,Cyg,0,2015
KOI-5327.01,Hot,rocky-iron,16.46,2.24,3.28,597.2,5.43,0.05,Lyr,0,2015
KOI-5331.01,Hot,rocky-iron,1.05,1.06,0.94,503.7,31.50,0.18,Cyg,0,2015
KOI-5332.01,Hot,rocky-iron,0.90,1.01,0.88,736.7,22.24,0.16,Cyg,0,2015
KOI-5333.01,Hot,rocky-iron,4.51,1.61,1.74,730.7,20.55,0.15,Cyg,0,2015
KOI-5359.01,Hot,rocky-iron,3.75,1.53,1.60,752.5,2.72,0.03,Cyg,0,2015
KOI-5410.01,Hot,rocky-iron,1.19,1.10,0.99,735.2,24.15,0.17,Lyr,0,2015
KOI-5411.01,Hot,rocky-iron,3.66,1.52,1.58,1317.9,11.17,0.11,Lyr,0,2015
KOI-5418.01,Hot,rocky-iron,2.11,1.30,1.25,694.0,14.27,0.11,Lyr,0,2015
KOI-5426.01,Hot,rocky-iron,6.01,1.74,1.98,477.3,124.89,0.47,Cyg,0,2015
KOI-5435.01,Hot,rocky-iron,6.01,1.74,1.98,603.6,16.00,0.12,Cyg,0,2015
KOI-5440.01,Hot,rocky-iron,8.59,1.91,2.35,491.5,74.62,0.35,Lyr,0,2015
KOI-5445.01,Hot,rocky-iron,0.61,0.90,0.76,884.3,7.11,0.07,Cyg,0,2015
KOI-5447.02,Hot,rocky-iron,0.35,0.76,0.61,1185.2,3.88,0.05,Lyr,0,2015
KOI-5458.01,Hot,rocky-iron,9.13,1.94,2.43,422.1,56.65,0.27,Lyr,0,2015
KOI-5466.01,Hot,rocky-iron,2.66,1.39,1.38,1159.4,4.10,0.05,Cyg,0,2015
KOI-5475.01,Warm,rocky-iron,5.04,1.66,1.83,272.9,448.30,1.08,Cyg,1,2015
KOI-5475.02,Hot,rocky-iron,0.12,0.54,0.41,1016.7,5.68,0.06,Cyg,0,2015
KOI-5568.01,Hot,rocky-iron,1.05,1.06,0.94,369.4,186.40,0.64,Cyg,0,2015
KOI-5597.01,Hot,rocky-iron,1.19,1.10,0.99,936.8,7.78,0.07,Lyr,0,2015
KOI-5628.01,Hot,rocky-iron,1.79,1.24,1.16,490.9,24.91,0.15,Cyg,0,2015
KOI-5651.01,Hot,rocky-iron,5.39,1.69,1.89,384.9,83.50,0.34,Cyg,0,2015
KOI-5663.01,Hot,rocky-iron,1.65,1.21,1.12,401.5,140.88,0.54,Lyr,0,2015
KOI-5688.01,Hot,rocky-iron,14.95,2.19,3.12,641.1,14.56,0.11,Cyg,0,2015
KOI-5692.01,Hot,rocky-iron,0.08,0.48,0.36,744.9,2.64,0.03,Lyr,0,2015
KOI-5696.01,Hot,rocky-iron,26.43,2.49,4.26,456.9,42.09,0.21,Cyg,0,2015
KOI-5732.01,Hot,rocky-iron,3.92,1.55,1.63,538.6,39.40,0.22,Cyg,0,2015
KOI-5748.01,Hot,rocky-iron,1.79,1.24,1.16,554.6,29.94,0.17,Lyr,0,2015
KOI-5761.01,Hot,rocky-iron,0.57,0.88,0.74,1152.0,6.13,0.07,Cyg,0,2015
KOI-5762.01,Hot,rocky-iron,2.40,1.35,1.32,726.1,12.63,0.10,Cyg,0,2015
KOI-5769.01,Hot,rocky-iron,0.23,0.66,0.52,825.3,7.58,0.07,Cyg,0,2015
KOI-5800.01,Hot,rocky-iron,2.47,1.36,1.33,912.1,11.01,0.10,Cyg,0,2015
KOI-5817.01,Hot,rocky-iron,2.53,1.37,1.35,512.9,113.08,0.47,Cyg,0,2015
KOI-5827.01,Hot,rocky-iron,0.49,0.84,0.69,1123.0,6.11,0.06,Dra,0,2015
KOI-5831.01,Hot,rocky-iron,7.75,1.86,2.24,528.1,10.55,0.08,Cyg,0,2015
KOI-5834.01,Hot,rocky-iron,7.59,1.85,2.22,620.7,37.54,0.23,Cyg,0,2015
KOI-5842.01,Hot,rocky-iron,7.59,1.85,2.22,563.3,57.77,0.30,Cyg,0,2015
KOI-5856.01,Warm,rocky-iron,5.51,1.70,1.91,322.7,259.34,0.73,Cyg,1,2015
KOI-5863.01,Hot,rocky-iron,0.55,0.87,0.73,855.5,8.67,0.08,Cyg,0,2015
KOI-5875.01,Hot,rocky-iron,26.93,2.50,4.31,1053.1,9.88,0.09,Dra,0,2015
KOI-5875.02,Hot,rocky-iron,7.13,1.82,2.15,1369.2,4.27,0.05,Dra,0,2015
KOI-5895.01,Hot,rocky-iron,1.47,1.17,1.07,805.1,11.83,0.10,Cyg,0,2015
KOI-5899.01,Hot,rocky-iron,2.00,1.28,1.22,486.4,58.67,0.29,Cyg,0,2015
KOI-5909.01,Hot,rocky-iron,4.11,1.57,1.67,777.8,7.08,0.07,Cyg,0,2015
KOI-5917.01,Hot,rocky-iron,3.66,1.52,1.58,543.0,41.99,0.23,Dra,0,2015
KOI-5943.01,Hot,rocky-iron,2.53,1.37,1.35,706.0,27.20,0.18,Cyg,0,2015
KOI-5964.01,Hot,rocky-iron,0.61,0.90,0.76,621.6,32.03,0.20,Cyg,0,2015
KOI-5965.01,Hot,rocky-iron,7.59,1.85,2.22,431.5,43.40,0.22,Dra,0,2015
KOI-5974.01,Hot,rocky-iron,0.12,0.54,0.41,784.9,4.77,0.05,Cyg,0,2015
KOI-6103.02,Hot,rocky-iron,10.10,1.99,2.55,462.7,122.81,0.49,Lyr,0,2015
KOI-6104.01,Hot,rocky-iron,13.57,2.14,2.96,750.4,16.25,0.12,Cyg,0,2015
KOI-6130.01,Hot,rocky-iron,1.47,1.17,1.07,1042.4,1.54,0.02,Lyr,0,2015
KOI-6145.03,Hot,rocky-iron,18.80,2.31,3.52,1310.9,7.31,0.08,Cyg,0,2015
KOI-6164.01,Hot,rocky-iron,2.05,1.29,1.23,600.2,29.51,0.18,Cyg,0,2015
KOI-6178.01,Hot,rocky-iron,5.27,1.68,1.87,850.5,13.03,0.11,Lyr,0,2015
KOI-6179.01,Hot,rocky-iron,18.10,2.29,3.45,792.3,16.30,0.13,Cyg,0,2015
KOI-6182.01,Hot,rocky-iron,3.41,1.49,1.53,624.2,19.24,0.13,Cyg,0,2015
KOI-6186.01,Hot,rocky-iron,5.75,1.72,1.95,838.1,5.34,0.05,Cyg,0,2015
KOI-6191.01,Hot,rocky-iron,1.65,1.21,1.12,961.0,9.70,0.09,Cyg,0,2015
KOI-6195.01,Hot,rocky-iron,6.55,1.78,2.07,1094.7,1.44,0.02,Cyg,0,2015
KOI-6209.01,Hot,rocky-iron,26.43,2.49,4.26,835.1,12.71,0.11,Cyg,0,2015
KOI-6209.02,Hot,rocky-iron,11.38,2.05,2.71,971.8,7.73,0.08,Cyg,0,2015
KOI-6217.01,Hot,rocky-iron,0.21,0.64,0.50,652.4,7.70,0.06,Cyg,0,2015
KOI-6228.01,Hot,rocky-iron,6.83,1.80,2.11,649.6,21.09,0.14,Dra,0,2015
KOI-6233.01,Hot,rocky-iron,8.24,1.89,2.31,797.9,16.18,0.13,Cyg,0,2015
KOI-6236.02,Hot,rocky-iron,4.40,1.60,1.72,1871.9,1.28,0.02,Cyg,0,2015
KOI-6246.01,Hot,rocky-iron,3.17,1.46,1.49,939.1,9.13,0.09,Cyg,0,2015
KOI-6253.01,Hot,rocky-iron,2.73,1.40,1.39,569.5,27.56,0.17,Lyr,0,2015
KOI-6256.01,Hot,rocky-iron,2.53,1.37,1.35,605.8,14.14,0.10,Cyg,0,2015
KOI-6258.01,Hot,rocky-iron,0.02,0.32,0.23,2056.3,0.76,0.01,Lyr,0,2015
KOI-6259.01,Hot,rocky-iron,1.74,1.23,1.15,1166.4,4.78,0.05,Lyr,0,2015
KOI-6259.02,Hot,rocky-iron,1.79,1.24,1.16,1022.3,7.19,0.07,Lyr,0,2015
KOI-6262.01,Hot,rocky-iron,2.05,1.29,1.23,1870.3,0.67,0.01,Lyr,0,2015
KOI-6267.01,Hot,rocky-iron,1.56,1.19,1.10,709.3,13.89,0.10,Lyr,0,2015
KOI-6274.01,Hot,rocky-iron,4.02,1.56,1.65,774.2,18.18,0.14,Cyg,0,2015
KOI-6276.01,Hot,rocky-iron,0.25,0.68,0.54,605.8,3.10,0.03,Lyr,0,2015
KOI-6291.01,Hot,rocky-iron,0.81,0.98,0.85,1030.6,8.83,0.08,Cyg,0,2015
KOI-6293.01,Hot,rocky-iron,1.65,1.21,1.12,1160.8,5.89,0.06,Lyr,0,2015
KOI-6299.01,Hot,rocky-iron,0.25,0.68,0.54,1722.3,0.95,0.02,Lyr,0,2015
KOI-6315.01,Hot,rocky-iron,0.27,0.70,0.56,809.0,5.33,0.05,Cyg,0,2015
KOI-6318.01,Hot,rocky-iron,1.89,1.26,1.19,795.5,5.90,0.06,Cyg,0,2015
KOI-6320.01,Hot,rocky-iron,20.67,2.36,3.71,1093.2,22.80,0.15,Lyr,0,2015
KOI-6329.01,Hot,rocky-iron,0.84,0.99,0.86,890.0,12.47,0.11,Cyg,0,2015
KOI-6331.01,Hot,rocky-iron,1.65,1.21,1.12,948.3,5.82,0.06,Cyg,0,2015
KOI-6342.01,Hot,rocky-iron,0.39,0.78,0.63,1143.4,8.18,0.08,Cyg,0,2015
KOI-6343.01,Warm,rocky-iron,8.41,1.90,2.33,269.4,569.45,1.36,Cyg,1,2015
KOI-6346.01,Hot,rocky-iron,0.22,0.65,0.51,1590.1,2.96,0.04,Lyr,0,2015
KOI-6352.01,Hot,rocky-iron,1.69,1.22,1.14,1074.2,5.12,0.06,Cyg,0,2015
KOI-6353.01,Hot,rocky-iron,7.13,1.82,2.15,1405.0,10.07,0.10,Lyr,0,2015
KOI-6355.01,Hot,rocky-iron,0.68,0.93,0.79,1116.3,4.37,0.05,Lyr,0,2015
KOI-6355.02,Hot,rocky-iron,0.96,1.03,0.90,973.0,6.73,0.07,Lyr,0,2015
KOI-6358.01,Hot,rocky-iron,2.47,1.36,1.33,1043.4,3.09,0.04,Cyg,0,2015
KOI-6368.01,Hot,rocky-iron,6.55,1.78,2.07,968.8,9.46,0.09,Cyg,0,2015
KOI-6372.01,Hot,rocky-iron,1.23,1.11,1.00,453.0,71.01,0.32,Lyr,0,2015
KOI-6375.01,Hot,rocky-iron,0.64,0.91,0.77,1248.3,2.91,0.04,Cyg,0,2015
KOI-6399.01,Hot,rocky-iron,1.39,1.15,1.05,1052.0,6.77,0.07,Cyg,0,2015
KOI-6409.01,Hot,rocky-iron,23.16,2.42,3.95,1009.4,19.93,0.16,Cyg,0,2015
KOI-6425.01,Warm,rocky-iron,3.49,1.50,1.55,270.6,521.11,1.22,Cyg,1,2015
KOI-6447.02,Hot,rocky-iron,17.43,2.27,3.38,615.5,91.65,0.44,Cyg,0,2015
KOI-6449.01,Hot,rocky-iron,4.21,1.58,1.69,557.3,29.93,0.18,Cyg,0,2015
KOI-6450.01,Hot,rocky-iron,0.39,0.78,0.63,2727.0,0.60,0.01,Cyg,0,2015
KOI-6454.01,Hot,rocky-iron,2.34,1.34,1.30,704.3,27.22,0.17,Lyr,0,2015
KOI-6475.01,Hot,rocky-iron,0.44,0.81,0.66,532.9,4.85,0.04,Cyg,0,2015
KOI-6484.01,Hot,rocky-iron,2.34,1.34,1.30,656.3,16.12,0.11,Lyr,0,2015
KOI-6511.01,Hot,rocky-iron,3.17,1.46,1.49,632.5,27.12,0.18,Lyr,0,2015
KOI-6513.01,Hot,rocky-iron,1.47,1.17,1.07,596.1,5.62,0.05,Lyr,0,2015
KOI-6516.01,Hot,rocky-iron,0.57,0.88,0.74,647.2,11.29,0.08,Lyr,0,2015
KOI-6532.01,Hot,rocky-iron,3.24,1.47,1.50,1969.2,0.81,0.02,Lyr,0,2015
KOI-6533.01,Hot,rocky-iron,3.92,1.55,1.63,1450.5,6.13,0.08,Lyr,0,2015
KOI-6538.01,Hot,rocky-iron,3.75,1.53,1.60,425.1,129.84,0.51,Cyg,0,2015
KOI-6546.01,Hot,rocky-iron,0.93,1.02,0.89,1339.3,3.39,0.04,Lyr,0,2015
KOI-6557.01,Hot,rocky-iron,1.09,1.07,0.95,1216.7,6.63,0.07,Cyg,0,2015
KOI-6568.01,Hot,rocky-iron,0.23,0.66,0.52,558.1,6.28,0.05,Lyr,0,2015
KOI-6579.01,Hot,rocky-iron,1.60,1.20,1.11,1305.6,2.65,0.04,Cyg,0,2015
KOI-6582.01,Hot,rocky-iron,1.79,1.24,1.16,1457.2,2.43,0.04,Cyg,0,2015
KOI-6600.01,Hot,rocky-iron,0.26,0.69,0.55,1382.9,2.71,0.04,Cyg,0,2015
KOI-6601.01,Hot,rocky-iron,4.11,1.57,1.67,787.9,17.99,0.13,Lyr,0,2015
KOI-6605.01,Hot,rocky-iron,21.88,2.39,3.83,816.1,74.37,0.34,Lyr,0,2015
KOI-6617.01,Hot,rocky-iron,0.64,0.91,0.77,895.0,8.00,0.08,Lyr,0,2015
KOI-6618.01,Hot,rocky-iron,0.71,0.94,0.80,978.3,8.60,0.08,Cyg,0,2015
KOI-6631.01,Hot,rocky-iron,0.47,0.83,0.68,1531.8,2.56,0.04,Lyr,0,2015
KOI-6635.01,Hot,rocky-iron,3.41,1.49,1.53,1066.2,0.53,0.01,Lyr,0,2015
KOI-6641.01,Hot,rocky-iron,1.51,1.18,1.09,1799.0,1.40,0.02,Cyg,0,2015
KOI-6646.01,Hot,rocky-iron,1.56,1.19,1.10,786.7,7.14,0.07,Lyr,0,2015
KOI-6648.01,Hot,rocky-iron,1.47,1.17,1.07,2779.2,1.04,0.02,Lyr,0,2015
KOI-6653.01,Hot,rocky-iron,1.69,1.22,1.14,561.9,28.27,0.18,Cyg,0,2015
KOI-6656.01,Hot,rocky-iron,5.88,1.73,1.97,3438.9,0.58,0.02,Cyg,0,2015
KOI-6664.01,Hot,rocky-iron,0.76,0.96,0.82,669.4,14.76,0.11,Lyr,0,2015
KOI-6666.01,Hot,rocky-iron,0.35,0.76,0.61,1709.5,1.12,0.02,Cyg,0,2015
KOI-6672.01,Hot,rocky-iron,0.99,1.04,0.91,1215.3,2.28,0.03,Lyr,0,2015
KOI-6676.01,Warm,rocky-iron,6.98,1.81,2.13,308.7,439.22,1.14,Cyg,1,2015
KOI-6680.01,Hot,rocky-iron,0.64,0.91,0.77,1164.0,5.53,0.06,Lyr,0,2015
KOI-6686.01,Hot,rocky-iron,0.26,0.69,0.55,1916.7,1.25,0.02,Cyg,0,2015
KOI-6687.01,Hot,rocky-iron,0.44,0.81,0.66,1419.7,1.00,0.02,Cyg,0,2015
KOI-6689.01,Hot,rocky-iron,0.99,1.04,0.91,1323.7,3.37,0.04,Lyr,0,2015
KOI-6705.01,Hot,rocky-iron,0.05,0.40,0.29,527.0,1.00,0.01,Lyr,0,2015
KOI-6707.01,Hot,rocky-iron,10.10,1.99,2.55,492.9,43.54,0.23,Lyr,0,2015
KOI-6731.01,Hot,rocky-iron,0.96,1.03,0.90,1231.1,3.85,0.05,Cyg,0,2015
KOI-6733.01,Hot,rocky-iron,0.25,0.68,0.54,2010.5,1.29,0.02,Lyr,0,2015
KOI-6734.01,Warm,rocky-iron,13.05,2.12,2.90,260.7,498.27,1.24,Lyr,1,2015
KOI-6739.01,Hot,rocky-iron,0.81,0.98,0.85,550.4,19.16,0.13,Lyr,0,2015
KOI-6750.01,Hot,rocky-iron,0.66,0.92,0.78,1117.9,5.21,0.06,Lyr,0,2015
KOI-6752.01,Hot,rocky-iron,0.81,0.98,0.85,568.2,8.94,0.07,Lyr,0,2015
